Complex,Complex_compartment,Protein,Protein_compartment,translocase_pathway
G1G01-3822-MONOMER,Inner_Membrane,PP_3585(),Inner_Membrane,s
G1G01-4505-MONOMER,Inner_Membrane,PP_4235(),Inner_Membrane,s
G1G01-5204-MONOMER,Inner_Membrane,PP_4864(),Inner_Membrane,s
G1G01-1529-MONOMER,Inner_Membrane,PP_1437(),Inner_Membrane,s
G1G01-5190-MONOMER,Inner_Membrane,PP_4850(),Inner_Membrane,s
G1G01-1876-MONOMER,Inner_Membrane,PP_1774(),Inner_Membrane,s
G1G01-553-MONOMER,Outer_Membrane,PP_0504(),Outer_Membrane,s
G1G01-3794-MONOMER,Inner_Membrane,PP_3557(),Inner_Membrane,s
G1G01-2768-MONOMER,Inner_Membrane,PP_2586(),Inner_Membrane,s
G1G01-1167-MONOMER,Inner_Membrane,PP_1094(),Inner_Membrane,s
G1G01-4824-MONOMER,Inner_Membrane,PP_4521(),Inner_Membrane,s
G1G01-5176-MONOMER,Periplasm,PP_4836(),Periplasm,s
G1G01-5514-MONOMER,Inner_Membrane,PP_5169(),Inner_Membrane,s
G1G01-378-MONOMER,Membrane,PP_0345(),Membrane,s
G1G01-2407-MONOMER,Inner_Membrane,PP_2261(),Inner_Membrane,s
G1G01-4461-MONOMER,Inner_Membrane,PP_4193(),Inner_Membrane,s
G1G01-150-MONOMER,Inner_Membrane,PP_0143(),Inner_Membrane,s
G1G01-5161-MONOMER,Inner_Membrane,PP_4824(),Inner_Membrane,s
G1G01-3425-MONOMER,Inner_Membrane,PP_3203(),Inner_Membrane,s
G1G01-3764-MONOMER,Periplasm,PP_3528(),Periplasm,s
G1G01-978-MONOMER,Membrane,PP_0904(),Membrane,s
G1G01-1138-MONOMER,Inner_Membrane,PP_1065(),Inner_Membrane,s
G1G01-3073-MONOMER,Inner_Membrane,PP_2893(),Inner_Membrane,s
G1G01-5247-MONOMER,Inner_Membrane,PP_4905(),Inner_Membrane,s
G1G01-1123-MONOMER,Inner_Membrane,PP_1050(),Inner_Membrane,s
G1G01-5132-MONOMER,Outer_Membrane,PP_4795(),Outer_Membrane,s
G1G01-3396-MONOMER,Inner_Membrane,PP_3176(),Inner_Membrane,s
G1G01-2009-MONOMER,Inner_Membrane,PP_1898(),Inner_Membrane,s
G1G01-4416-MONOMER,Inner_Membrane,PP_4149(),Inner_Membrane,s
G1G01-1109-MONOMER,Outer_Membrane,PP_1036(),Outer_Membrane,s
G1G01-5118-MONOMER,Inner_Membrane,PP_4781(),Inner_Membrane,s
G1G01-5455-MONOMER,Inner_Membrane,PP_5111(),Inner_Membrane,s
G1G01-59-MONOMER,Inner_Membrane,PP_0056(),Inner_Membrane,s
G1G01-4401-MONOMER,Inner_Membrane,PP_4134(),Inner_Membrane,s
G1G01-4741-MONOMER,Inner_Membrane,PP_4453(),Inner_Membrane,s
G1G01-5102-MONOMER,Inner_Membrane,PP_4767(),Inner_Membrane,s
G1G01-1784-MONOMER,Periplasm,PP_1686(),Periplasm,s
G1G01-5440-MONOMER,Inner_Membrane,PP_5096(),Inner_Membrane,s
G1G01-5782-MONOMER,Inner_Membrane,PP_5416(),Inner_Membrane,s
G1G01-92-MONOMER,Inner_Membrane,PP_0088(),Inner_Membrane,s
G1G01-4388-MONOMER,Inner_Membrane,PP_4121(),Inner_Membrane,s
G1G01-1080-MONOMER,Periplasm,PP_1007(),Periplasm,s
G1G01-5089-MONOMER,Outer_Membrane,PP_4755(),Outer_Membrane,s
G1G01-5425-MONOMER,Membrane,PP_5081(),Membrane,s
G1G01-3690-MONOMER,Inner_Membrane,PP_3456(),Inner_Membrane,s
G1G01-4024-MONOMER,Membrane,PP_3771(),Membrane,s
G1G01-4373-MONOMER,Inner_Membrane,PP_4106(),Inner_Membrane,s
G1G01-1066-MONOMER,Periplasm,PP_0993(),Periplasm,s
G1G01-141-MONOMER,Membrane,PP_5428(),Membrane,s
G1G01-5410-MONOMER,Inner_Membrane,PP_5066(),Inner_Membrane,s
G1G01-105-MONOMER,Inner_Membrane,PP_0101(),Inner_Membrane,s
G1G01-1396-MONOMER,Membrane,PP_1309(),Membrane,s
G1G01-3660-MONOMER,Outer_Membrane,PP_3427(),Outer_Membrane,s
G1G01-5737-MONOMER,Periplasm,PP_5380(),Periplasm,s
G1G01-876-MONOMER,Periplasm,PP_0801(),Periplasm,s
G1G01-5040-MONOMER,Inner_Membrane,PP_5706(),Inner_Membrane,s
G1G01-5382-MONOMER,Outer_Membrane,PP_5037(),Outer_Membrane,s
G1G01-3646-MONOMER,Inner_Membrane,PP_3413(),Inner_Membrane,s
G1G01-3981-MONOMER,Inner_Membrane,PP_3728(),Inner_Membrane,s
G1G01-2614-MONOMER,Inner_Membrane,PP_2446(),Inner_Membrane,s
G1G01-1020-MONOMER,Periplasm,PP_0946(),Periplasm,s
G1G01-1367-MONOMER,Inner_Membrane,PP_1280(),Inner_Membrane,s
G1G01-5367-MONOMER,Inner_Membrane,PP_5022(),Inner_Membrane,s
G1G01-1901-MONOMER,Outer_Membrane,PP_1798(),Outer_Membrane,s
G1G01-122-MONOMER,Inner_Membrane,PP_0117(),Inner_Membrane,s
G1G01-1352-MONOMER,Inner_Membrane,PP_1265(),Inner_Membrane,s
G1G01-2941-MONOMER,Inner_Membrane,PP_2760(),Inner_Membrane,s
G1G01-5008-MONOMER,Periplasm,PP_4689(),Periplasm,s
G1G01-3278-MONOMER,Inner_Membrane,PP_3082(),Inner_Membrane,s
G1G01-2240-MONOMER,Inner_Membrane,PP_2100(),Inner_Membrane,s
G1G01-4637-MONOMER,Inner_Membrane,PP_4358(),Inner_Membrane,s
G1G01-3262-MONOMER,Outer_Membrane,PP_3069(),Outer_Membrane,s
G1G01-1674-MONOMER,Outer_Membrane,PP_1579(),Outer_Membrane,s
G1G01-123-MONOMER,Inner_Membrane,PP_0118(),Inner_Membrane,s
G1G01-4620-MONOMER,Inner_Membrane,PP_4342(),Inner_Membrane,s
G1G01-132-MONOMER,Periplasm,PP_0126(),Periplasm,s
G1G01-2572-MONOMER,Inner_Membrane,PP_2409(),Inner_Membrane,s
G1G01-5323-MONOMER,Inner_Membrane,PP_4978(),Inner_Membrane,s
G1G01-325-MONOMER,Inner_Membrane,PP_0294(),Inner_Membrane,s
G1G01-5664-MONOMER,Inner_Membrane,PP_5307(),Inner_Membrane,s
G1G01-1304-MONOMER,Inner_Membrane,PP_1219(),Inner_Membrane,s
G1G01-2478-MONOMER,Inner_Membrane,PP_2317(),Inner_Membrane,s
G1G01-788-MONOMER,Inner_Membrane,PP_0714(),Inner_Membrane,s
G1G01-2196-MONOMER,Outer_Membrane,PP_2058(),Outer_Membrane,s
G1G01-4247-MONOMER,Inner_Membrane,PP_3982(),Inner_Membrane,s
G1G01-2884-MONOMER,Inner_Membrane,PP_2703(),Inner_Membrane,s
G1G01-163-MONOMER,Membrane,PP_5747(),Membrane,s
G1G01-5635-MONOMER,Inner_Membrane,PP_5277(),Inner_Membrane,s
G1G01-772-MONOMER,Inner_Membrane,PP_0699(),Inner_Membrane,s
G1G01-2181-MONOMER,Membrane,PP_5499(),Membrane,s
G1G01-4580-MONOMER,Outer_Membrane,PP_4303(),Outer_Membrane,s
G1G01-3205-MONOMER,Inner_Membrane,PP_3021(),Inner_Membrane,s
G1G01-3541-MONOMER,Inner_Membrane,PP_3311(),Inner_Membrane,s
G1G01-5620-MONOMER,Inner_Membrane,PP_5263(),Inner_Membrane,s
G1G01-4566-MONOMER,Inner_Membrane,PP_4288(),Inner_Membrane,s
G1G01-2855-MONOMER,Periplasm,PP_2674(),Periplasm,s
G1G01-1242-MONOMER,Inner_Membrane,PP_1159(),Inner_Membrane,s
G1G01-455-MONOMER,Outer_Membrane,PP_0418(),Outer_Membrane,s
G1G01-2840-MONOMER,Inner_Membrane,PP_2659(),Inner_Membrane,s
G1G01-4900-MONOMER,Inner_Membrane,PP_4592(),Inner_Membrane,s
G1G01-728-MONOMER,Inner_Membrane,PP_0656(),Inner_Membrane,s
G1G01-4531-MONOMER,Inner_Membrane,PP_4258(),Inner_Membrane,s
G1G01-3834-MONOMER,Inner_Membrane,PP_3597(),Inner_Membrane,s
G1G01-711-MONOMER,Inner_Membrane,PP_0642(),Inner_Membrane,s
G1G01-1208-MONOMER,Membrane,PP_1130(),Membrane,s
G1G01-382-MONOMER,Membrane,PP_5443(),Membrane,s
G1G01-697-MONOMER,Membrane,PP_0634(),Membrane,s
G1G01-4502-MONOMER,Inner_Membrane,PP_4232(),Inner_Membrane,s
G1G01-2794-MONOMER,Inner_Membrane,PP_2612(),Inner_Membrane,s
G1G01-1540-MONOMER,Inner_Membrane,PP_1448(),Inner_Membrane,s
G1G01-678-MONOMER,Membrane,PP_0621(),Membrane,s
G1G01-4140-MONOMER,Inner_Membrane,PP_3878(),Inner_Membrane,s
G1G01-118-MONOMER,Inner_Membrane,PP_0113(),Inner_Membrane,s
G1G01-1526-MONOMER,Inner_Membrane,PP_1434(),Inner_Membrane,s
G1G01-3113-MONOMER,Inner_Membrane,PP_2935(),Inner_Membrane,s
G1G01-5526-MONOMER,Periplasm,PP_5181(),Periplasm,s
G1G01-958-MONOMER,Outer_Membrane,PP_0883(),Outer_Membrane,s
G1G01-4821-MONOMER,Inner_Membrane,PP_4518(),Inner_Membrane,s
G1G01-1511-MONOMER,Outer_Membrane,PP_1419(),Outer_Membrane,s
G1G01-5173-MONOMER,Inner_Membrane,PP_4833(),Inner_Membrane,s
G1G01-2404-MONOMER,Inner_Membrane,PP_2258(),Inner_Membrane,s
G1G01-4459-MONOMER,Inner_Membrane,PP_4191(),Inner_Membrane,s
G1G01-2749-MONOMER,Inner_Membrane,PP_2566(),Inner_Membrane,s
G1G01-115-MONOMER,Inner_Membrane,PP_0110(),Inner_Membrane,s
G1G01-1497-MONOMER,Inner_Membrane,PP_1407(),Inner_Membrane,s
G1G01-3085-MONOMER,Inner_Membrane,PP_2906(),Inner_Membrane,s
G1G01-1843-MONOMER,Inner_Membrane,PP_1742(),Inner_Membrane,s
G1G01-3789-MONOMER,Inner_Membrane,PP_3552(),Inner_Membrane,s
G1G01-2390-MONOMER,Inner_Membrane,PP_2244(),Inner_Membrane,s
G1G01-5144-MONOMER,Inner_Membrane,PP_4807(),Inner_Membrane,s
G1G01-3408-MONOMER,Inner_Membrane,PP_3187(),Inner_Membrane,s
G1G01-1829-MONOMER,Inner_Membrane,PP_1728(),Inner_Membrane,s
G1G01-960-MONOMER,Inner_Membrane,PP_0885(),Inner_Membrane,s
G1G01-2371-MONOMER,Inner_Membrane,PP_2231(),Inner_Membrane,s
G1G01-4428-MONOMER,Inner_Membrane,PP_5660(),Inner_Membrane,s
G1G01-1468-MONOMER,Inner_Membrane,PP_1378(),Inner_Membrane,s
G1G01-3056-MONOMER,Periplasm,PP_2876(),Periplasm,s
G1G01-2006-MONOMER,Inner_Membrane,PP_1896(),Inner_Membrane,s
G1G01-946-MONOMER,Inner_Membrane,PP_0871(),Inner_Membrane,s
G1G01-4413-MONOMER,Inner_Membrane,PP_4146(),Inner_Membrane,s
G1G01-2704-MONOMER,Inner_Membrane,PP_2520(),Inner_Membrane,s
G1G01-1106-MONOMER,Inner_Membrane,PP_1033(),Inner_Membrane,s
G1G01-4754-MONOMER,Outer_Membrane,PP_4465(),Outer_Membrane,s
G1G01-3041-MONOMER,Inner_Membrane,PP_2862(),Inner_Membrane,s
G1G01-931-MONOMER,Outer_Membrane,PP_0856(),Outer_Membrane,s
G1G01-44-MONOMER,Inner_Membrane,PP_0043(),Inner_Membrane,s
G1G01-2689-MONOMER,Inner_Membrane,PP_2508(),Inner_Membrane,s
G1G01-1092-MONOMER,Outer_Membrane,PP_1019(),Outer_Membrane,s
G1G01-1438-MONOMER,Inner_Membrane,PP_1350(),Inner_Membrane,s
G1G01-3701-MONOMER,Inner_Membrane,PP_3466(),Inner_Membrane,s
G1G01-4385-MONOMER,Inner_Membrane,PP_4118(),Inner_Membrane,s
G1G01-901-MONOMER,Inner_Membrane,PP_0827(),Inner_Membrane,s
G1G01-4370-MONOMER,Inner_Membrane,PP_4103(),Inner_Membrane,s
G1G01-1063-MONOMER,Inner_Membrane,PP_0990(),Inner_Membrane,s
G1G01-4707-MONOMER,Inner_Membrane,PP_4426(),Inner_Membrane,s
G1G01-2998-MONOMER,Inner_Membrane,PP_2818(),Inner_Membrane,s
G1G01-5408-MONOMER,Inner_Membrane,PP_5064(),Inner_Membrane,s
G1G01-1943-MONOMER,Inner_Membrane,PP_1838(),Inner_Membrane,s
G1G01-5749-MONOMER,Inner_Membrane,PP_5389(),Inner_Membrane,s
G1G01-888-MONOMER,Inner_Membrane,PP_0815(),Inner_Membrane,s
G1G01-2297-MONOMER,Inner_Membrane,PP_2156(),Inner_Membrane,s
G1G01-4350-MONOMER,Membrane,PP_4085(),Membrane,s
G1G01-3658-MONOMER,Inner_Membrane,PP_3425(),Inner_Membrane,s
G1G01-3993-MONOMER,Inner_Membrane,PP_3740(),Inner_Membrane,s
G1G01-873-MONOMER,Outer_Membrane,PP_0799(),Outer_Membrane,s
G1G01-1032-MONOMER,Inner_Membrane,PP_0958(),Inner_Membrane,s
G1G01-3304-MONOMER,Membrane,PP_5568(),Membrane,s
G1G01-1719-MONOMER,Outer_Membrane,PP_1622(),Outer_Membrane,s
G1G01-538-MONOMER,Inner_Membrane,PP_0490(),Inner_Membrane,s
G1G01-1913-MONOMER,Membrane,PP_1810(),Membrane,s
G1G01-859-MONOMER,Inner_Membrane,PP_0785(),Inner_Membrane,s
G1G01-2268-MONOMER,Inner_Membrane,PP_2127(),Inner_Membrane,s
G1G01-2953-MONOMER,Inner_Membrane,PP_2773(),Inner_Membrane,s
G1G01-5364-MONOMER,Inner_Membrane,PP_5019(),Inner_Membrane,s
G1G01-3964-MONOMER,Inner_Membrane,PP_3711(),Inner_Membrane,s
G1G01-5005-MONOMER,Periplasm,PP_4686(),Periplasm,s
G1G01-3275-MONOMER,Membrane,PP_5559(),Membrane,s
G1G01-5690-MONOMER,Inner_Membrane,PP_5334(),Inner_Membrane,s
G1G01-2238-MONOMER,Periplasm,PP_2098(),Periplasm,s
G1G01-4634-MONOMER,Inner_Membrane,PP_4355(),Inner_Membrane,s
G1G01-1671-MONOMER,Outer_Membrane,PP_1577(),Outer_Membrane,s
G1G01-3599-MONOMER,Inner_Membrane,PP_3368(),Inner_Membrane,s
G1G01-2221-MONOMER,Inner_Membrane,PP_2083(),Inner_Membrane,s
G1G01-4972-MONOMER,Periplasm,PP_4659(),Periplasm,s
G1G01-392-MONOMER,Inner_Membrane,PP_0358(),Inner_Membrane,s
G1G01-80-MONOMER,Inner_Membrane,PP_0075(),Inner_Membrane,s
G1G01-2207-MONOMER,Outer_Membrane,PP_2069(),Outer_Membrane,s
G1G01-4603-MONOMER,Inner_Membrane,PP_4325(),Inner_Membrane,s
G1G01-2555-MONOMER,Inner_Membrane,PP_2392(),Inner_Membrane,s
G1G01-4958-MONOMER,Inner_Membrane,PP_4645(),Inner_Membrane,s
G1G01-1284-MONOMER,Inner_Membrane,PP_1202(),Inner_Membrane,s
G1G01-254-MONOMER,Inner_Membrane,PP_0232(),Inner_Membrane,s
G1G01-4943-MONOMER,Inner_Membrane,PP_4631(),Inner_Membrane,s
G1G01-5291-MONOMER,Membrane,PP_5718(),Membrane,s
G1G01-675-MONOMER,Inner_Membrane,PP_0618(),Inner_Membrane,s
G1G01-2525-MONOMER,Outer_Membrane,PP_2362(),Outer_Membrane,s
G1G01-3202-MONOMER,Inner_Membrane,PP_3018(),Inner_Membrane,s
G1G01-528-MONOMER,Periplasm,PP_0481(),Periplasm,s
G1G01-2164-MONOMER,Inner_Membrane,PP_2028(),Inner_Membrane,s
G1G01-4213-MONOMER,Inner_Membrane,PP_3948(),Inner_Membrane,s
G1G01-251-MONOMER,Inner_Membrane,PP_0229(),Inner_Membrane,s
G1G01-2852-MONOMER,Inner_Membrane,PP_2671(),Inner_Membrane,s
G1G01-5602-MONOMER,Inner_Membrane,PP_5246(),Inner_Membrane,s
G1G01-3863-MONOMER,Inner_Membrane,PP_3625(),Inner_Membrane,s
G1G01-742-MONOMER,Inner_Membrane,PP_0670(),Inner_Membrane,s
G1G01-42-MONOMER,Inner_Membrane,PP_0041(),Inner_Membrane,s
G1G01-1236-MONOMER,Inner_Membrane,PP_1156(),Inner_Membrane,s
G1G01-1314-MONOMER,Inner_Membrane,PP_1228(),Inner_Membrane,s
G1G01-4547-MONOMER,Inner_Membrane,PP_4271(),Inner_Membrane,s
G1G01-2838-MONOMER,Inner_Membrane,PP_2657(),Inner_Membrane,s
G1G01-2835-MONOMER,Inner_Membrane,PP_2654(),Inner_Membrane,s
G1G01-2128-MONOMER,Inner_Membrane,PP_1998(),Inner_Membrane,s
G1G01-1217-MONOMER,Inner_Membrane,PP_1139(),Inner_Membrane,s
G1G01-4529-MONOMER,Membrane,PP_4256(),Membrane,s
G1G01-3831-MONOMER,Inner_Membrane,PP_3594(),Inner_Membrane,s
G1G01-1205-MONOMER,Periplasm,PP_1127(),Periplasm,s
G1G01-1552-MONOMER,Inner_Membrane,PP_1460(),Inner_Membrane,s
G1G01-5554-MONOMER,Inner_Membrane,PP_5206(),Inner_Membrane,s
G1G01-450-MONOMER,Inner_Membrane,PP_0413(),Inner_Membrane,s
G1G01-1538-MONOMER,Outer_Membrane,PP_1446(),Outer_Membrane,s
G1G01-3125-MONOMER,Inner_Membrane,PP_2945(),Inner_Membrane,s
G1G01-3802-MONOMER,Inner_Membrane,PP_3565(),Inner_Membrane,s
G1G01-4486-MONOMER,Outer_Membrane,PP_4217(),Outer_Membrane,s
G1G01-2777-MONOMER,Inner_Membrane,PP_2595(),Inner_Membrane,s
G1G01-1523-MONOMER,Inner_Membrane,PP_1431(),Inner_Membrane,s
G1G01-5185-MONOMER,Inner_Membrane,PP_4845(),Inner_Membrane,s
G1G01-5523-MONOMER,Inner_Membrane,PP_5178(),Inner_Membrane,s
G1G01-4197-MONOMER,Inner_Membrane,PP_3930(),Inner_Membrane,s
G1G01-1509-MONOMER,Inner_Membrane,PP_1417(),Inner_Membrane,s
G1G01-3097-MONOMER,Inner_Membrane,PP_2919(),Inner_Membrane,s
G1G01-1855-MONOMER,Periplasm,PP_1754(),Periplasm,s
G1G01-5509-MONOMER,Periplasm,PP_5164(),Periplasm,s
G1G01-943-MONOMER,Inner_Membrane,PP_0868(),Inner_Membrane,s
G1G01-987-MONOMER,Outer_Membrane,PP_0913(),Outer_Membrane,s
G1G01-2401-MONOMER,Inner_Membrane,PP_2255(),Inner_Membrane,s
G1G01-2746-MONOMER,Inner_Membrane,PP_2563(),Inner_Membrane,s
G1G01-1494-MONOMER,Inner_Membrane,PP_1404(),Inner_Membrane,s
G1G01-5156-MONOMER,Membrane,PP_4819(),Membrane,s
G1G01-1840-MONOMER,Inner_Membrane,PP_1739(),Inner_Membrane,s
G1G01-2034-MONOMER,Membrane,PP_5483(),Membrane,s
G1G01-627-MONOMER,Outer_Membrane,PP_0577(),Outer_Membrane,s
G1G01-4094-MONOMER,Inner_Membrane,PP_3836(),Inner_Membrane,s
G1G01-2388-MONOMER,Outer_Membrane,PP_2242(),Outer_Membrane,s
G1G01-444-MONOMER,Inner_Membrane,PP_0407(),Inner_Membrane,s
G1G01-1132-MONOMER,Inner_Membrane,PP_1059(),Inner_Membrane,s
G1G01-4787-MONOMER,Periplasm,PP_4486(),Periplasm,s
G1G01-148-MONOMER,Inner_Membrane,PP_0141(),Inner_Membrane,s
G1G01-3068-MONOMER,Inner_Membrane,PP_2888(),Inner_Membrane,s
G1G01-612-MONOMER,Membrane,PP_0562(),Membrane,s
G1G01-2369-MONOMER,Inner_Membrane,PP_2229(),Inner_Membrane,s
G1G01-4425-MONOMER,Inner_Membrane,PP_4159(),Inner_Membrane,s
G1G01-2717-MONOMER,Inner_Membrane,PP_2535(),Inner_Membrane,s
G1G01-5127-MONOMER,Inner_Membrane,PP_4790(),Inner_Membrane,s
G1G01-1811-MONOMER,Inner_Membrane,PP_1710(),Inner_Membrane,s
G1G01-2003-MONOMER,Inner_Membrane,PP_1893(),Inner_Membrane,s
G1G01-5405-MONOMER,Inner_Membrane,PP_5061(),Inner_Membrane,s
G1G01-1793-MONOMER,Inner_Membrane,PP_1696(),Inner_Membrane,s
G1G01-545-MONOMER,Inner_Membrane,PP_0496(),Inner_Membrane,s
G1G01-5435-MONOMER,Inner_Membrane,PP_5091(),Inner_Membrane,s
G1G01-4397-MONOMER,Inner_Membrane,PP_4130(),Inner_Membrane,s
G1G01-109-MONOMER,Inner_Membrane,PP_0105(),Inner_Membrane,s
G1G01-706-MONOMER,Inner_Membrane,PP_0640(),Inner_Membrane,s
G1G01-5098-MONOMER,Membrane,PP_5712(),Membrane,s
G1G01-3361-MONOMER,Inner_Membrane,PP_3142(),Inner_Membrane,s
G1G01-1779-MONOMER,Inner_Membrane,PP_1681(),Inner_Membrane,s
G1G01-37-MONOMER,Inner_Membrane,PP_0035(),Inner_Membrane,s
G1G01-4382-MONOMER,Outer_Membrane,PP_4115(),Outer_Membrane,s
G1G01-1075-MONOMER,Inner_Membrane,PP_1002(),Inner_Membrane,s
G1G01-142-MONOMER,Inner_Membrane,PP_0135(),Inner_Membrane,s
G1G01-3008-MONOMER,Inner_Membrane,PP_2828(),Inner_Membrane,s
G1G01-5083-MONOMER,Inner_Membrane,PP_4749(),Inner_Membrane,s
G1G01-2625-MONOMER,Inner_Membrane,PP_2455(),Inner_Membrane,s
G1G01-1404-MONOMER,Inner_Membrane,PP_1317(),Inner_Membrane,s
G1G01-5001-MONOMER,Inner_Membrane,PP_4683(),Inner_Membrane,s
G1G01-5746-MONOMER,Periplasm,PP_5388(),Periplasm,s
G1G01-885-MONOMER,Inner_Membrane,PP_0812(),Inner_Membrane,s
G1G01-1044-MONOMER,Inner_Membrane,PP_0970(),Inner_Membrane,s
G1G01-4600-MONOMER,Inner_Membrane,PP_4322(),Inner_Membrane,s
G1G01-4660-MONOMER,Periplasm,PP_4382(),Periplasm,s
G1G01-3655-MONOMER,Periplasm,PP_3422(),Periplasm,s
G1G01-228-MONOMER,Inner_Membrane,PP_0208(),Inner_Membrane,s
G1G01-4631-MONOMER,Inner_Membrane,PP_4352(),Inner_Membrane,s
G1G01-1579-MONOMER,Inner_Membrane,PP_1488(),Inner_Membrane,s
G1G01-5361-MONOMER,Inner_Membrane,PP_5016(),Inner_Membrane,s
G1G01-1896-MONOMER,Inner_Membrane,PP_1793(),Inner_Membrane,s
G1G01-841-MONOMER,Outer_Membrane,PP_0765(),Outer_Membrane,s
G1G01-225-MONOMER,Inner_Membrane,PP_0205(),Inner_Membrane,s
G1G01-1000-MONOMER,Inner_Membrane,PP_0926(),Inner_Membrane,s
G1G01-4646-MONOMER,Inner_Membrane,PP_4368(),Inner_Membrane,s
G1G01-2907-MONOMER,Inner_Membrane,PP_2726(),Inner_Membrane,s
G1G01-3271-MONOMER,Inner_Membrane,PP_3078(),Inner_Membrane,s
G1G01-4984-MONOMER,Periplasm,PP_4671(),Periplasm,s
G1G01-3932-MONOMER,Membrane,PP_3688(),Membrane,s
G1G01-3550-MONOMER,Inner_Membrane,PP_3320(),Inner_Membrane,s
G1G01-5317-MONOMER,Inner_Membrane,PP_4973(),Inner_Membrane,s
G1G01-3581-MONOMER,Inner_Membrane,PP_3349(),Inner_Membrane,s
G1G01-4258-MONOMER,Inner_Membrane,PP_3990(),Inner_Membrane,s
G1G01-2551-MONOMER,Inner_Membrane,PP_2388(),Inner_Membrane,s
G1G01-1639-MONOMER,Membrane,PP_5473(),Membrane,s
G1G01-3566-MONOMER,Outer_Membrane,PP_5743(),Outer_Membrane,s
G1G01-2537-MONOMER,Inner_Membrane,PP_2374(),Inner_Membrane,s
G1G01-3860-MONOMER,Inner_Membrane,PP_3622(),Inner_Membrane,s
G1G01-4526-MONOMER,Inner_Membrane,PP_4253(),Inner_Membrane,s
G1G01-5289-MONOMER,Inner_Membrane,PP_4946(),Inner_Membrane,s
G1G01-2176-MONOMER,Inner_Membrane,PP_2040(),Inner_Membrane,s
G1G01-4226-MONOMER,Inner_Membrane,PP_3961(),Inner_Membrane,s
G1G01-1267-MONOMER,Outer_Membrane,PP_1185(),Outer_Membrane,s
G1G01-2864-MONOMER,Inner_Membrane,PP_2683(),Inner_Membrane,s
G1G01-4925-MONOMER,Inner_Membrane,PP_4615(),Inner_Membrane,s
G1G01-1251-MONOMER,Inner_Membrane,PP_1168(),Inner_Membrane,s
G1G01-4560-MONOMER,Inner_Membrane,PP_4282(),Inner_Membrane,s
G1G01-4878-MONOMER,Inner_Membrane,PP_4570(),Inner_Membrane,s
G1G01-3153-MONOMER,Inner_Membrane,PP_2974(),Inner_Membrane,s
G1G01-3490-MONOMER,Inner_Membrane,PP_3263(),Inner_Membrane,s
G1G01-5567-MONOMER,Inner_Membrane,PP_5217(),Inner_Membrane,s
G1G01-1202-MONOMER,Inner_Membrane,PP_1124(),Inner_Membrane,s
G1G01-5210-MONOMER,Periplasm,PP_4870(),Periplasm,s
G1G01-691-MONOMER,Membrane,PP_5447(),Membrane,s
G1G01-2789-MONOMER,Inner_Membrane,PP_2607(),Inner_Membrane,s
G1G01-4849-MONOMER,Periplasm,PP_4541(),Periplasm,s
G1G01-5197-MONOMER,Inner_Membrane,PP_4857(),Inner_Membrane,s
G1G01-380-MONOMER,Membrane,PP_0347(),Membrane,s
G1G01-672-MONOMER,Inner_Membrane,PP_0615(),Inner_Membrane,s
G1G01-2774-MONOMER,Inner_Membrane,PP_2592(),Inner_Membrane,s
G1G01-1520-MONOMER,Inner_Membrane,PP_1428(),Inner_Membrane,s
G1G01-5182-MONOMER,Inner_Membrane,PP_4842(),Inner_Membrane,s
G1G01-5520-MONOMER,Inner_Membrane,PP_5175(),Inner_Membrane,s
G1G01-3786-MONOMER,Inner_Membrane,PP_3549(),Inner_Membrane,s
G1G01-658-MONOMER,Inner_Membrane,PP_0601(),Inner_Membrane,s
G1G01-1506-MONOMER,Periplasm,PP_1414(),Periplasm,s
G1G01-3094-MONOMER,Inner_Membrane,PP_2915(),Inner_Membrane,s
G1G01-639-MONOMER,Inner_Membrane,PP_0589(),Inner_Membrane,s
G1G01-2743-MONOMER,Inner_Membrane,PP_2560(),Inner_Membrane,s
G1G01-1144-MONOMER,Periplasm,PP_1071(),Periplasm,s
G1G01-308-MONOMER,Inner_Membrane,PP_0281(),Inner_Membrane,s
G1G01-5153-MONOMER,Inner_Membrane,PP_4816(),Inner_Membrane,s
G1G01-1838-MONOMER,Outer_Membrane,PP_1737(),Outer_Membrane,s
G1G01-2030-MONOMER,Inner_Membrane,PP_1918(),Inner_Membrane,s
G1G01-97-MONOMER,Membrane,PP_0093(),Membrane,s
G1G01-2380-MONOMER,Inner_Membrane,PP_2239(),Inner_Membrane,s
G1G01-4437-MONOMER,Outer_Membrane,PP_4171(),Outer_Membrane,s
G1G01-2729-MONOMER,Inner_Membrane,PP_2546(),Inner_Membrane,s
G1G01-4784-MONOMER,Inner_Membrane,PP_4483(),Inner_Membrane,s
G1G01-3065-MONOMER,Inner_Membrane,PP_2885(),Inner_Membrane,s
G1G01-1823-MONOMER,Inner_Membrane,PP_1722(),Inner_Membrane,s
G1G01-61-MONOMER,Inner_Membrane,PP_0058(),Inner_Membrane,s
G1G01-955-MONOMER,Inner_Membrane,PP_0880(),Inner_Membrane,s
G1G01-2366-MONOMER,Inner_Membrane,PP_2226(),Inner_Membrane,s
G1G01-1115-MONOMER,Inner_Membrane,PP_1042(),Inner_Membrane,s
G1G01-3388-MONOMER,Outer_Membrane,PP_3168(),Outer_Membrane,s
G1G01-2000-MONOMER,Periplasm,PP_1890(),Periplasm,s
