Modified_enzyme,Core_enzyme,Modifications,Source
G1G01-5391-MONOMER_mod_mn2(1),G1G01-5391-MONOMER,mn2(1),Homology
G1G01-1596-MONOMER_mod_mg2(1),G1G01-1596-MONOMER,mg2(1),Homology
G1G01-5644-MONOMER_mod_zn2(1),G1G01-5644-MONOMER,zn2(1),Homology
G1G01-5659-MONOMER_mod_mn2(1),G1G01-5659-MONOMER,mn2(1),Homology
G1G01-798-MONOMER_mod_mg2(1),G1G01-798-MONOMER,mg2(1),Homology
G1G01-320-MONOMER_mod_mg2(1),G1G01-320-MONOMER,mg2(1),Homology
G1G01-320-MONOMER_mod_mn2(1),G1G01-320-MONOMER,mn2(1),Homology
G1G01-5261-MONOMER_mod_mg2(1),G1G01-5261-MONOMER,mg2(1),Homology
G1G01-2146-MONOMER_mod_mg2(1),G1G01-2146-MONOMER,mg2(1),Homology
G1G01-5244-MONOMER_mod_mg2(2),G1G01-5244-MONOMER,mg2(2),Homology
G1G01-1159-MONOMER_mod_zn2(2),G1G01-1159-MONOMER,zn2(2),Homology
G1G01-1506-MONOMER_mod_zn2(1),G1G01-1506-MONOMER,zn2(1),Homology
G1G01-1506-MONOMER_mod_cobalt2(1),G1G01-1506-MONOMER,cobalt2(1),Homology
G1G01-1852-MONOMER_mod_fad(1),G1G01-1852-MONOMER,fad(1),Homology
G1G01-2015-MONOMER_mod_fad(1),G1G01-2015-MONOMER,fad(1),Homology
G1G01-4077-MONOMER_mod_fad(1),G1G01-4077-MONOMER,fad(1),Homology
G1G01-576-MONOMER_mod_thmpp(1),G1G01-576-MONOMER,thmpp(1),Homology
G1G01-897-MONOMER_mod_mg2(1),G1G01-897-MONOMER,mg2(1),Homology
G1G01-1041-MONOMER_mod_pydx5p(1),G1G01-1041-MONOMER,pydx5p(1),Homology
G1G01-868-MONOMER_mod_mg2(1),G1G01-868-MONOMER,mg2(1),Homology
G1G01-1713-MONOMER_mod_zn2(1),G1G01-1713-MONOMER,zn2(1),Homology
G1G01-5656-MONOMER_mod_mg2(1),G1G01-5656-MONOMER,mg2(1),Homology
G1G01-78-MONOMER_mod_mn2(1),G1G01-78-MONOMER,mn2(1),Homology
G1G01-5627-MONOMER_mod_pydx5p(1),G1G01-5627-MONOMER,pydx5p(1),Homology
G1G01-2173-MONOMER_mod_zn2(1),G1G01-2173-MONOMER,zn2(1),Homology
G1G01-252-MONOMER_mod_fe2(1),G1G01-252-MONOMER,fe2(1),Homology
G1G01-283-MONOMER_mod_mg2(1),G1G01-283-MONOMER,mg2(1),Homology
G1G01-1561-MONOMER_mod_Oxidized(1),G1G01-1561-MONOMER,Oxidized(1),Homology
G1G01-5563-MONOMER_mod_mg2(3),G1G01-5563-MONOMER,mg2(3),Homology
G1G01-2102-MONOMER_mod_mg2(1)_mod_zn2(1),G1G01-2102-MONOMER,mg2(1) AND zn2(1),Homology
G1G01-120-MONOMER_mod_hemed(6),G1G01-120-MONOMER,hemed(6),Homology
G1G01-1170-MONOMER_mod_zn2(2),G1G01-1170-MONOMER,zn2(2),Homology
G1G01-1518-MONOMER_mod_fad(1),G1G01-1518-MONOMER,fad(1),Homology
G1G01-996-MONOMER_mod_zn2(1)_mod_fe2(1)_mod_cobalt2(1)_mod_mg2(1)_mod_mn2(1),G1G01-996-MONOMER,zn2(1) AND fe2(1) AND cobalt2(1) AND mg2(1) AND mn2(1),Homology
G1G01-5121-MONOMER_mod_pydx5p(1),G1G01-5121-MONOMER,pydx5p(1),Homology
G1G01-5444-MONOMER_mod_mg2(1),G1G01-5444-MONOMER,mg2(1),Homology
G1G01-5429-MONOMER_mod_mn2(1),G1G01-5429-MONOMER,mn2(1),Homology
G1G01-5429-MONOMER_mod_mg2(1),G1G01-5429-MONOMER,mg2(1),Homology
G1G01-3679-MONOMER_mod_pydx5p(1),G1G01-3679-MONOMER,pydx5p(1),Homology
G1G01-1053-MONOMER_mod_zn2(1),G1G01-1053-MONOMER,zn2(1),Homology
G1G01-1935-MONOMER_mod_fmnh2(1),G1G01-1935-MONOMER,fmnh2(1),Homology
G1G01-1935-MONOMER_mod_fadh2(1),G1G01-1935-MONOMER,fadh2(1),Homology
G1G01-2289-MONOMER_mod_mg2(1),G1G01-2289-MONOMER,mg2(1),Homology
G1G01-5386-MONOMER_mod_pydx5p(1),G1G01-5386-MONOMER,pydx5p(1),Homology
G1G01-4267-MONOMER_mod_mg2(1),G1G01-4267-MONOMER,mg2(1),Homology
G1G01-5311-MONOMER_mod_k(4)_mod_mg2(1),G1G01-5311-MONOMER,k(4) AND mg2(1),Homology
G1G01-5311-MONOMER_mod_k(4)_mod_mn2(1),G1G01-5311-MONOMER,k(4) AND mn2(1),Homology
G1G01-5311-MONOMER_mod_k(4)_mod_cobalt2(1),G1G01-5311-MONOMER,k(4) AND cobalt2(1),Homology
G1G01-5311-MONOMER_mod_k(4)_mod_zn2(1),G1G01-5311-MONOMER,k(4) AND zn2(1),Homology
G1G01-5311-MONOMER_mod_k(4)_mod_cd2(1),G1G01-5311-MONOMER,k(4) AND cd2(1),Homology
G1G01-5311-MONOMER_mod_k(4)_mod_ni2(1),G1G01-5311-MONOMER,k(4) AND ni2(1),Homology
G1G01-5311-MONOMER_mod_k(4)_mod_ca2(1),G1G01-5311-MONOMER,k(4) AND ca2(1),Homology
G1G01-5311-MONOMER_mod_nh4(4)_mod_mg2(1),G1G01-5311-MONOMER,nh4(4) AND mg2(1),Homology
G1G01-5311-MONOMER_mod_nh4(4)_mod_mn2(1),G1G01-5311-MONOMER,nh4(4) AND mn2(1),Homology
G1G01-5311-MONOMER_mod_nh4(4)_mod_cobalt2(1),G1G01-5311-MONOMER,nh4(4) AND cobalt2(1),Homology
G1G01-5311-MONOMER_mod_nh4(4)_mod_zn2(1),G1G01-5311-MONOMER,nh4(4) AND zn2(1),Homology
G1G01-5311-MONOMER_mod_nh4(4)_mod_cd2(1),G1G01-5311-MONOMER,nh4(4) AND cd2(1),Homology
G1G01-5311-MONOMER_mod_nh4(4)_mod_ni2(1),G1G01-5311-MONOMER,nh4(4) AND ni2(1),Homology
G1G01-5311-MONOMER_mod_nh4(4)_mod_ca2(1),G1G01-5311-MONOMER,nh4(4) AND ca2(1),Homology
G1G01-5311-MONOMER_mod_tl(4)_mod_mg2(1),G1G01-5311-MONOMER,tl(4) AND mg2(1),Homology
G1G01-5311-MONOMER_mod_tl(4)_mod_mn2(1),G1G01-5311-MONOMER,tl(4) AND mn2(1),Homology
G1G01-5311-MONOMER_mod_tl(4)_mod_cobalt2(1),G1G01-5311-MONOMER,tl(4) AND cobalt2(1),Homology
G1G01-5311-MONOMER_mod_tl(4)_mod_zn2(1),G1G01-5311-MONOMER,tl(4) AND zn2(1),Homology
G1G01-5311-MONOMER_mod_tl(4)_mod_cd2(1),G1G01-5311-MONOMER,tl(4) AND cd2(1),Homology
G1G01-5311-MONOMER_mod_tl(4)_mod_ni2(1),G1G01-5311-MONOMER,tl(4) AND ni2(1),Homology
G1G01-5311-MONOMER_mod_tl(4)_mod_ca2(1),G1G01-5311-MONOMER,tl(4) AND ca2(1),Homology
G1G01-5311-MONOMER_mod_cs(4)_mod_mg2(1),G1G01-5311-MONOMER,cs(4) AND mg2(1),Homology
G1G01-5311-MONOMER_mod_cs(4)_mod_mn2(1),G1G01-5311-MONOMER,cs(4) AND mn2(1),Homology
G1G01-5311-MONOMER_mod_cs(4)_mod_cobalt2(1),G1G01-5311-MONOMER,cs(4) AND cobalt2(1),Homology
G1G01-5311-MONOMER_mod_cs(4)_mod_zn2(1),G1G01-5311-MONOMER,cs(4) AND zn2(1),Homology
G1G01-5311-MONOMER_mod_cs(4)_mod_cd2(1),G1G01-5311-MONOMER,cs(4) AND cd2(1),Homology
G1G01-5311-MONOMER_mod_cs(4)_mod_ni2(1),G1G01-5311-MONOMER,cs(4) AND ni2(1),Homology
G1G01-5311-MONOMER_mod_cs(4)_mod_ca2(1),G1G01-5311-MONOMER,cs(4) AND ca2(1),Homology
G1G01-5311-MONOMER_mod_LI(4)_mod_mg2(1),G1G01-5311-MONOMER,LI(4) AND mg2(1),Homology
G1G01-5311-MONOMER_mod_LI(4)_mod_mn2(1),G1G01-5311-MONOMER,LI(4) AND mn2(1),Homology
G1G01-5311-MONOMER_mod_LI(4)_mod_cobalt2(1),G1G01-5311-MONOMER,LI(4) AND cobalt2(1),Homology
G1G01-5311-MONOMER_mod_LI(4)_mod_zn2(1),G1G01-5311-MONOMER,LI(4) AND zn2(1),Homology
G1G01-5311-MONOMER_mod_LI(4)_mod_cd2(1),G1G01-5311-MONOMER,LI(4) AND cd2(1),Homology
G1G01-5311-MONOMER_mod_LI(4)_mod_ni2(1),G1G01-5311-MONOMER,LI(4) AND ni2(1),Homology
G1G01-5311-MONOMER_mod_LI(4)_mod_ca2(1),G1G01-5311-MONOMER,LI(4) AND ca2(1),Homology
G1G01-5311-MONOMER_mod_na1(4)_mod_mg2(1),G1G01-5311-MONOMER,na1(4) AND mg2(1),Homology
G1G01-5311-MONOMER_mod_na1(4)_mod_mn2(1),G1G01-5311-MONOMER,na1(4) AND mn2(1),Homology
G1G01-5311-MONOMER_mod_na1(4)_mod_cobalt2(1),G1G01-5311-MONOMER,na1(4) AND cobalt2(1),Homology
G1G01-5311-MONOMER_mod_na1(4)_mod_zn2(1),G1G01-5311-MONOMER,na1(4) AND zn2(1),Homology
G1G01-5311-MONOMER_mod_na1(4)_mod_cd2(1),G1G01-5311-MONOMER,na1(4) AND cd2(1),Homology
G1G01-5311-MONOMER_mod_na1(4)_mod_ni2(1),G1G01-5311-MONOMER,na1(4) AND ni2(1),Homology
G1G01-5311-MONOMER_mod_na1(4)_mod_ca2(1),G1G01-5311-MONOMER,na1(4) AND ca2(1),Homology
G1G01-5653-MONOMER_mod_mg2(1),G1G01-5653-MONOMER,mg2(1),Homology
G1G01-2485-MONOMER_mod_fe2(2),G1G01-2485-MONOMER,fe2(2),Homology
G1G01-3838-MONOMER_mod_fe2(1),G1G01-3838-MONOMER,fe2(1),Homology
G1G01-4071-MONOMER_mod_mg2(1),G1G01-4071-MONOMER,mg2(1),Homology
G1G01-3691-MONOMER_mod_mg2(1),G1G01-3691-MONOMER,mg2(1),Homology
G1G01-3691-MONOMER_mod_mn2(1),G1G01-3691-MONOMER,mn2(1),Homology
G1G01-1755-MONOMER_mod_mg2(1),G1G01-1755-MONOMER,mg2(1),Homology
G1G01-1050-MONOMER_mod_mg2(1),G1G01-1050-MONOMER,mg2(1),Homology
G1G01-5398-MONOMER_mod_Oxidized(1),G1G01-5398-MONOMER,Oxidized(1),Homology
G1G01-1707-MONOMER_mod_mg2(1),G1G01-1707-MONOMER,mg2(1),Homology
G1G01-1902-MONOMER_mod_nadp(1),G1G01-1902-MONOMER,nadp(1),Homology
G1G01-1692-MONOMER_mod_mg2(1),G1G01-1692-MONOMER,mg2(1),Homology
G1G01-5694-MONOMER_mod_mg2(1),G1G01-5694-MONOMER,mg2(1),Homology
G1G01-5694-MONOMER_mod_mn2(1),G1G01-5694-MONOMER,mn2(1),Homology
G1G01-5694-MONOMER_mod_cobalt2(1),G1G01-5694-MONOMER,cobalt2(1),Homology
G1G01-1338-MONOMER_mod_fad(1),G1G01-1338-MONOMER,fad(1),Homology
G1G01-568-MONOMER_mod_mg2(1),G1G01-568-MONOMER,mg2(1),Homology
G1G01-5309-MONOMER_mod_thmpp(1)_mod_mn2(1)_mod_mg2(1),G1G01-5309-MONOMER,thmpp(1) AND mn2(1) AND mg2(1),Homology
G1G01-1616-MONOMER_mod_zn2(1)_mod_cobalt2(1),G1G01-1616-MONOMER,zn2(1) AND cobalt2(1),Homology
G1G01-759-MONOMER_mod_mg2(1),G1G01-759-MONOMER,mg2(1),Homology
G1G01-4552-MONOMER_mod_mg2(1),G1G01-4552-MONOMER,mg2(1),Homology
G1G01-588-MONOMER_mod_mg2(1),G1G01-588-MONOMER,mg2(1),Homology
G1G01-918-MONOMER_mod_fe2(1),G1G01-918-MONOMER,fe2(1),Homology
G1G01-918-MONOMER_mod_fe2(2),G1G01-918-MONOMER,fe2(2),Homology
G1G01-5423-MONOMER_mod_mg2(1),G1G01-5423-MONOMER,mg2(1),Homology
G1G01-5423-MONOMER_mod_mn2(1),G1G01-5423-MONOMER,mn2(1),Homology
G1G01-5423-MONOMER_mod_cobalt2(1),G1G01-5423-MONOMER,cobalt2(1),Homology
G1G01-5423-MONOMER_mod_fe2(1),G1G01-5423-MONOMER,fe2(1),Homology
G1G01-5423-MONOMER_mod_ca2(1),G1G01-5423-MONOMER,ca2(1),Homology
G1G01-5423-MONOMER_mod_k(1),G1G01-5423-MONOMER,k(1),Homology
G1G01-1752-MONOMER_mod_pydx5p(1),G1G01-1752-MONOMER,pydx5p(1),Homology
G1G01-889-MONOMER_mod_mg2(1),G1G01-889-MONOMER,mg2(1),Homology
G1G01-889-MONOMER_mod_ca2(1),G1G01-889-MONOMER,ca2(1),Homology
G1G01-5021-MONOMER_mod_mg2(1)_mod_k(1),G1G01-5021-MONOMER,mg2(1) AND k(1),Homology
G1G01-5021-MONOMER_mod_mg2(1)_mod_nh4(1),G1G01-5021-MONOMER,mg2(1) AND nh4(1),Homology
G1G01-5021-MONOMER_mod_mn2(1)_mod_k(1),G1G01-5021-MONOMER,mn2(1) AND k(1),Homology
G1G01-5021-MONOMER_mod_mn2(1)_mod_nh4(1),G1G01-5021-MONOMER,mn2(1) AND nh4(1),Homology
G1G01-4959-MONOMER_mod_fad(1),G1G01-4959-MONOMER,fad(1),Homology
G1G01-5648-MONOMER_mod_mg2(1),G1G01-5648-MONOMER,mg2(1),Homology
G1G01-354-MONOMER_mod_pydx5p(1),G1G01-354-MONOMER,pydx5p(1),Homology
G1G01-2479-MONOMER_mod_ca2(1),G1G01-2479-MONOMER,ca2(1),Homology
G1G01-453-MONOMER_mod_mg2(1)_mod_cl(1),G1G01-453-MONOMER,mg2(1) AND cl(1),Homology
G1G01-71-MONOMER_mod_fe2(1),G1G01-71-MONOMER,fe2(1),Homology
G1G01-1148-MONOMER_mod_mg2(1),G1G01-1148-MONOMER,mg2(1),Homology
G1G01-1148-MONOMER_mod_mn2(1),G1G01-1148-MONOMER,mn2(1),Homology
G1G01-4411-MONOMER_mod_zn2(1),G1G01-4411-MONOMER,zn2(1),Homology
G1G01-1451-MONOMER_mod_mg2(1)_mod_k(1),G1G01-1451-MONOMER,mg2(1) AND k(1),Homology
G1G01-1451-MONOMER_mod_mn2(1)_mod_k(1),G1G01-1451-MONOMER,mn2(1) AND k(1),Homology
G1G01-1436-MONOMER_mod_mn2(1)_mod_mg2(1),G1G01-1436-MONOMER,mn2(1) AND mg2(1),Homology
G1G01-1030-MONOMER_mod_mg2(1),G1G01-1030-MONOMER,mg2(1),Homology
G1G01-1717-MONOMER_mod_cobalt2(1),G1G01-1717-MONOMER,cobalt2(1),Homology
G1G01-5019-MONOMER_mod_mg2(1),G1G01-5019-MONOMER,mg2(1),Homology
G1G01-5674-MONOMER_mod_mg2(1),G1G01-5674-MONOMER,mg2(1),Homology
G1G01-2538-MONOMER_mod_zn2(1)_mod_cbl1(1),G1G01-2538-MONOMER,zn2(1) AND cbl1(1),Homology
G1G01-5278-MONOMER_mod_mg2(1),G1G01-5278-MONOMER,mg2(1),Homology
G1G01-1597-MONOMER_mod_mg2(1),G1G01-1597-MONOMER,mg2(1),Homology
G1G01-4879-MONOMER_mod_pydx5p(2),G1G01-4879-MONOMER,pydx5p(2),Homology
G1G01-3815-MONOMER_mod_mg2(1),G1G01-3815-MONOMER,mg2(1),Homology
G1G01-1536-MONOMER_mod_pqq(1),G1G01-1536-MONOMER,pqq(1),Homology
G1G01-597-MONOMER_mod_mg2(1),G1G01-597-MONOMER,mg2(1),Homology
G1G01-2337-MONOMER_mod_mn2(2),G1G01-2337-MONOMER,mn2(2),Homology
G1G01-5433-MONOMER_mod_mg2(1),G1G01-5433-MONOMER,mg2(1),Homology
G1G01-5064-MONOMER_mod_fmn(1),G1G01-5064-MONOMER,fmn(1),Homology
G1G01-883-MONOMER_mod_fad(1)_mod_pheme(1),G1G01-883-MONOMER,fad(1) AND pheme(1),Homology
G1G01-2292-MONOMER_mod_fad(1),G1G01-2292-MONOMER,fad(1),Homology
G1G01-396-MONOMER_mod_4fe4s(1)_mod_2fe2s(1),G1G01-396-MONOMER,4fe4s(1) AND 2fe2s(1),Homology
G1G01-4559-MONOMER_mod_zn2(1),G1G01-4559-MONOMER,zn2(1),Homology
G1G01-4539-MONOMER_mod_mg2(1),G1G01-4539-MONOMER,mg2(1),Homology
G1G01-4539-MONOMER_mod_mn2(1),G1G01-4539-MONOMER,mn2(1),Homology
G1G01-5242-MONOMER_mod_adocbl(1),G1G01-5242-MONOMER,adocbl(1),Homology
G1G01-5242-MONOMER_mod_4fe4s(2),G1G01-5242-MONOMER,4fe4s(2),Homology
G1G01-5565-MONOMER_mod_Oxidized(1),G1G01-5565-MONOMER,Oxidized(1),Homology
G1G01-3827-MONOMER_mod_pydx5p(1),G1G01-3827-MONOMER,pydx5p(1),Homology
G1G01-5209-MONOMER_mod_mg2(1),G1G01-5209-MONOMER,mg2(1),Homology
G1G01-5209-MONOMER_mod_mn2(1),G1G01-5209-MONOMER,mn2(1),Homology
G1G01-3092-MONOMER_mod_zn2(1),G1G01-3092-MONOMER,zn2(1),Homology
G1G01-4782-MONOMER_mod_pydx5p(1),G1G01-4782-MONOMER,pydx5p(1),Homology
G1G01-5137-MONOMER_mod_4fe4s(2),G1G01-5137-MONOMER,4fe4s(2),Homology
G1G01-2013-MONOMER_mod_mg2(1),G1G01-2013-MONOMER,mg2(1),Homology
G1G01-924-MONOMER_mod_mg2(1),G1G01-924-MONOMER,mg2(1),Homology
G1G01-924-MONOMER_mod_mn2(1),G1G01-924-MONOMER,mn2(1),Homology
G1G01-924-MONOMER_mod_ca2(1),G1G01-924-MONOMER,ca2(1),Homology
G1G01-4029-MONOMER_mod_fad(1),G1G01-4029-MONOMER,fad(1),Homology
G1G01-470-MONOMER_mod_mg2(1),G1G01-470-MONOMER,mg2(1),Homology
G1G01-5400-MONOMER_mod_mn2(1),G1G01-5400-MONOMER,mn2(1),Homology
G1G01-2636-MONOMER_mod_zn2(1),G1G01-2636-MONOMER,zn2(1),Homology
G1G01-104-MONOMER_mod_zn2(1),G1G01-104-MONOMER,zn2(1),Homology
G1G01-5237-DIMER_mod_mg2(2),G1G01-5237-DIMER,mg2(2),Homology
CPLX_GLYCL-0_mod_lipoyl(1),CPLX_GLYCL-0,lipoyl(1),Homology
